,CL=F,BZ=F,NG=F,GC=F,SI=F,HG=F,ZC=F,ZW=F,ZS=F,XLE,XLB,XLI,GDX,SIL,JETS,IYT,XOM,CVX,FCX,NEM,APA,OXY,TECK,SM,TGB,GORO,SPY,QQQ,IWM,IJH,MGC,^VIX,DX-Y.NYB,^TNX
2022-07-27,0.48689006101275634,0.4433302456615622,0.9610379743224747,0.13628775608448623,0.24746081923933727,0.3114637042972935,0.42164934225320233,0.48697870889281114,0.3423811850022403,0.4374595330214884,0.2771436125581627,0.250771003340361,0.39364593388590186,0.44435895047015217,0.4333365597950453,0.29880474606525737,0.41656913007944596,0.3712721642405689,0.5852155877846777,0.426934128899614,0.7351505851630127,0.5581312542373541,0.6354333866212915,0.7790521536026869,0.7066157538711819,3.522201875720409,0.28537558550839065,0.37552772900390996,0.3200224925975014,0.30006420903260694,0.2901443012498416,1.0979519361488264,0.09409479996549626,0.43346381119368355
2022-07-28,0.4870837432014158,0.44338951407652516,0.9642646259393789,0.141113833842008,0.2845118478496513,0.3130441860208717,0.4237812998545891,0.4929582553077694,0.343735163282088,0.43664941721792,0.277894498892896,0.25425924480683315,0.39636605408208253,0.4514657324953513,0.43288248188769296,0.3006027589222253,0.41362795027040966,0.37162114339018704,0.5809763363354518,0.42732129801544866,0.7320925151918101,0.5576827983748519,0.5913481684864201,0.7785775735201705,0.7053086401503637,3.7028220308583397,0.28648420652571527,0.37608026790166055,0.32113537125291985,0.3017368642565807,0.2910061120795129,1.0948600282369572,0.09342525384924646,0.43381968978709645
2022-07-29,0.48479376880175357,0.44449221803373334,0.9578472816430071,0.1420069833189856,0.2860773329970087,0.3204811899076851,0.42386000386361566,0.4931501499191696,0.34496044591183134,0.4408272101289139,0.27732957160418886,0.2566154132542211,0.39433037516289926,0.4511060897696315,0.4308666307631477,0.29887396859141746,0.4190371914274978,0.40342245833189283,0.5935523311313707,0.4248634922408408,0.7335175281233207,0.5634741851285197,0.610546117709508,0.781963544076368,0.715373579126973,3.9492326997887495,0.2834736305095217,0.3711483356879851,0.3192622345753011,0.30064916024214394,0.28790358430414786,1.0938113550402822,0.09310138949174046,0.43335441107488165
2022-08-01,0.4941614656942948,0.4824900400415804,0.9529985315916454,0.1402386768175977,0.28680644358099117,0.320677193444738,0.42413194036911583,0.4908325201751644,0.34877403886786784,0.4396940004507307,0.275053663686509,0.2508695499903389,0.39408705581996223,0.4506474630127251,0.4299046843992665,0.29241676149233514,0.41978709694568683,0.400198528354897,0.5984802962280757,0.424850615190357,0.7356649594171452,0.5588818328741675,0.6123270490293157,0.7856633487685745,0.7162149386970371,3.9492326997887495,0.27331568470692824,0.35947240493906213,0.31374837368697733,0.2954885135653901,0.27729166724273724,1.0800338105687395,0.09257073561848758,0.4336100805211066
2022-08-02,0.4942206324055568,0.48171243707049516,0.9625443292178926,0.13155917643760281,0.2845559621097357,0.31541200355166493,0.42630771552195906,0.49397402603350665,0.34789337361786005,0.4386216298247302,0.27560876888927005,0.25175750871626473,0.3940883744811789,0.45107215137053014,0.4300701766823104,0.29267652848666936,0.41927976581636633,0.398727332710589,0.5994096378632472,0.4249834077078312,0.7355684482424766,0.5481053611903127,0.6123424940646583,0.7838266532678868,0.7154723123425184,4.197202525591928,0.27335880809087576,0.35796466360873364,0.3130692824394157,0.29593589684821636,0.27717684597927816,1.0837644780821274,0.09254463248771115,0.43928283237409943
2022-08-03,0.4978787859276807,0.4851492116599977,0.9647685397790904,0.1318882481507073,0.2850752237624733,0.31613501400102845,0.42594330991214446,0.49426002910795047,0.3477438067409803,0.4388991535658629,0.27446671391216393,0.25211345749061576,0.3921962065637397,0.4486184004214851,0.43450957894124365,0.2940470496947,0.4230748995159167,0.4000890662881163,0.6003237880132406,0.4248037595419517,0.7334856763583664,0.5631011385693216,0.6089290892549238,0.7740685002600374,0.7177625659184247,4.197202525591928,0.2750082698760651,0.3620257226158993,0.31397186307109276,0.29573719930742326,0.27947031956176294,1.0790759186863947,0.09244229490755099,0.43881211043256335
2022-08-04,0.48773252209672846,0.4774553242895748,0.9587211238515728,0.13680355599615368,0.2857286467882867,0.3146672161946669,0.42836891664220217,0.49253700302517006,0.35522775615210467,0.436901354684136,0.2659215914560362,0.24548620167419996,0.3971770465212586,0.4530657634327662,0.43370372034144544,0.29175112664104824,0.424642179621143,0.3984656758607745,0.5966811485035586,0.42572952542515907,0.7550729231491902,0.570309187541355,0.6005117684907733,0.7657271771667291,0.7194606154575218,4.197202525591928,0.2681635626305253,0.3558901648645707,0.30944994879977195,0.2907303089589963,0.2729704751065849,1.0440513052663158,0.09213443939808295,0.4409391979485139
2022-08-05,0.4878063370290108,0.47759248152024897,0.9547350681287179,0.13744399394207205,0.28669954205299214,0.3177944026295473,0.4292692294981927,0.4880866599494108,0.35503634342291807,0.43815142802816454,0.25936735640146874,0.2397111089523195,0.39312948878144566,0.44377207178579564,0.4285317089808364,0.2872668322281559,0.4246253383801667,0.399839513569402,0.6029262103806594,0.4255717760403056,0.7395846015290761,0.572449520330539,0.6041363821259608,0.7615785050366459,0.7191404204082779,4.11811864140701,0.2581884380770548,0.34063693596226113,0.298315350840205,0.28113241924827714,0.2622615776404045,0.9551447995847234,0.09108245112085109,0.4458940747556102
2022-08-08,0.48872882324809097,0.47831979213356435,0.9461846804234972,0.13822594040155933,0.29773606165767846,0.3187500140846254,0.428792435683886,0.4883853357845848,0.3540870706131077,0.43390589863344836,0.2584177112457463,0.2393093303630884,0.397830763060812,0.4467328025561735,0.426362259085715,0.28651350177020934,0.42365336433918294,0.3959375525571165,0.5978323654366707,0.4248069772287354,0.7268584379450054,0.5671489192170285,0.6062968697494041,0.7604096183157965,0.7335074434477251,4.345194264975586,0.2579096857312338,0.3397750395769394,0.29689163155163534,0.2800984092189754,0.2620836582427273,0.9539172653944326,0.09114497318269385,0.4469626403720034
2022-08-09,0.47339817845884075,0.4642471950589231,0.9080266654439546,0.13634636533712982,0.29414827652662207,0.31766820000698476,0.429763785205378,0.48839951957586264,0.36268984696004863,0.3999685972975397,0.2508417988189384,0.2341611705123696,0.3807636501383829,0.4269789626364699,0.40730029960549746,0.2801373142450292,0.39118997010122386,0.37215121025676196,0.5857495679481105,0.4150214651164208,0.6543433211619947,0.5227316760899258,0.582768332994391,0.7049465730808694,0.7381008699671455,4.345194264975586,0.2493881767715421,0.330613657822205,0.2848402597022874,0.2717158603850354,0.25326571532249104,0.9084669813167923,0.09116481772131928,0.4470531606267867
2022-08-10,0.47051697681013716,0.46035462291397133,0.9072396402289054,0.1352051210629294,0.2932898684085557,0.3198134504195697,0.43038406194070383,0.4915669900453742,0.3626153590141747,0.3998153326456389,0.25710248838648836,0.23749632254643208,0.38018134974242024,0.42646982534818145,0.4097393503834985,0.2872377705773274,0.39138857919477554,0.3716659242184453,0.5920602209686789,0.41623353676916514,0.6553774486748969,0.5203029315774957,0.5887783883492189,0.7044554486866863,0.7852408660743749,4.345194264975586,0.2526242264440967,0.33413203459179913,0.2898165491632637,0.27568407592349303,0.25654841402338996,0.9221555106502877,0.0938847942107858,0.44375863585043385
2022-08-11,0.4583259088516304,0.4520339188565255,0.9180788079702962,0.1345119780994055,0.2951634239744571,0.320036588730687,0.4290463278369146,0.4897081624711336,0.3625976973629148,0.404689599065601,0.25720382608136183,0.23676414760696923,0.38160162805825526,0.4325299669131967,0.4069482510900134,0.28576157127266827,0.3932886640434129,0.37368417775430846,0.5924231475092766,0.4159338850238257,0.6607876089348865,0.5270128828551849,0.5896682038241229,0.7176211059567811,0.7845416679304027,4.345194264975586,0.2502914705427686,0.3283199542689223,0.2845927774116619,0.2732329343192359,0.2540156461910072,0.9241966626199857,0.09390174111793514,0.44731413721822794
2022-08-12,0.4603297289099132,0.452830653390171,0.918271650575597,0.13137816689122445,0.2877831917533342,0.3167249474395139,0.4295200113081459,0.4729066982744628,0.36567002384676206,0.4048781283535741,0.2599396498127055,0.23835727271015805,0.3737525387169913,0.4258717246751188,0.4057933561827354,0.28594705421099653,0.3935066199701018,0.3731843764624839,0.5860031842151688,0.41341936897567766,0.6607102021607085,0.5259891127278183,0.5893427351293286,0.7159373229659318,0.7757796644145663,4.345194264975586,0.25219461689583234,0.33008218787873655,0.28625037294332906,0.27418164241117104,0.2559182256222115,0.9250630390050418,0.092501760424528,0.44215303360465846
2022-08-15,0.45526740347211575,0.449769808968687,0.9180549087743025,0.1315401729248992,0.2898606760704821,0.3148530727859958,0.4289825181419709,0.4729078312136814,0.4204380022366988,0.401042896799138,0.2581033638330339,0.23726712760159022,0.3725302775434923,0.4193504345408618,0.3988731277333228,0.28382740296693226,0.3913210352563461,0.37295562687076855,0.5884463161453585,0.413650059149654,0.6431505868653907,0.5039458876815208,0.5840954220849708,0.7086532781463631,0.7792919486349545,4.345194264975586,0.24819758708398298,0.32288209949409347,0.2802247697293863,0.26976190997494565,0.25182985894669563,0.9092877027239925,0.09387051364370841,0.4361417525511929
2022-08-16,0.4528981681835215,0.44970057551692105,0.9244368107612044,0.1316212742236481,0.28529587590650907,0.3147351733400928,0.4286722101989371,0.44996997973959474,0.4166549820187495,0.3973853135868548,0.25833092852699824,0.23729541920747885,0.3719416827652928,0.4185490840290332,0.3992577892605764,0.28347968459589323,0.38913277196544566,0.3675637977208797,0.5915989727894388,0.4135963535275838,0.6397159678706217,0.4919266020696084,0.5840957909062175,0.7073796722959046,0.7780220546094946,4.345194264975586,0.24797967478644412,0.3218646541548424,0.27993216545612065,0.269601269738464,0.25161279540718773,0.9050518832513341,0.09355961724136777,0.43508962146711744
2022-08-17,0.45449286705096004,0.4496799442498123,0.92106884852514,0.13220677297194705,0.2864126300031521,0.3141387081751758,0.42902762612849826,0.4475877610894702,0.4168753016738327,0.39702473860018633,0.25341416997641053,0.23406410752435594,0.37788526543370116,0.4272239473795883,0.3861960965954629,0.27921126512700567,0.388642611761653,0.36778317637581726,0.578215155773961,0.41528402405716863,0.6391507098227562,0.49207895253018613,0.5742332415212332,0.7024943938587117,0.7777662195593387,4.262115439016605,0.24542772147664335,0.31923035881879275,0.2765503041899174,0.26504697643118347,0.24931151482898936,0.9007475899894157,0.0920099233140392,0.43325525042773055
2022-08-18,0.45643299573577745,0.45226312327158974,0.9211169454854299,0.13228095737679726,0.2869714808605686,0.3149273633973823,0.4276951284309595,0.44908268694781606,0.41778759312877517,0.3975378635002378,0.24562994784182404,0.22046325245360449,0.3751715694466753,0.42275817782628544,0.38013709680299324,0.25168561432558706,0.38996317106754375,0.36603329357535447,0.5695016615159396,0.41345088521527484,0.6497509583582385,0.4835210556774891,0.5730970714070112,0.7068254079352684,0.784574346534683,4.262115439016605,0.23019210356933856,0.3015986916363454,0.26632040373055105,0.2526658444540829,0.23412203972779463,0.8277536764735913,0.09308837243144392,0.42970235429686954
2022-08-19,0.4533883253838057,0.4486186489142109,0.9213954757783649,0.1292183910180715,0.28687359372937304,0.3113239228150527,0.42841734233400947,0.4539776328020853,0.41617211070908283,0.3974773332179551,0.2478928816047518,0.22137190468041076,0.358763850721878,0.4063893245135087,0.3858186791066494,0.2508973734848979,0.38992937851840376,0.3661296443165709,0.5654549511199647,0.4072492891972722,0.6495799957938643,0.5186325626289405,0.571208450021169,0.7080931108795481,0.7799891386894873,4.262115439016605,0.23165355030840243,0.30436490152695983,0.27049370441487847,0.25519183318177235,0.23534353339366262,0.8306696940086575,0.09101911379035145,0.43548101727454663
2022-08-22,0.4527112414120577,0.4484010007787609,0.9219588197156251,0.12994606174499004,0.2867883713601744,0.3113175752936236,0.42950417526221607,0.45615291049301776,0.41924188591165484,0.3973851599557838,0.24979657982525041,0.2238693424013563,0.3588778843566992,0.406438994767829,0.3885685497745062,0.25302622805007424,0.38966235276037303,0.3659867379596525,0.5662005730366138,0.405527254897313,0.6492119060626359,0.5224736706288832,0.5711745840093717,0.7088888274230436,0.7820542287702845,4.262115439016605,0.23594018939804617,0.30950381150417244,0.27407396521660715,0.2591518510842714,0.23959580228999103,0.8831209171994445,0.09194133852605578,0.4335585613197864
2022-08-23,0.45790250703741414,0.45524183489706216,0.9152378932201511,0.13074279951206447,0.2872736943656885,0.31011773617787547,0.43783424613554417,0.45568206916981097,0.42238732331547424,0.4003383377261962,0.2477787524958851,0.22180379222344787,0.3607458187796541,0.4091772925956844,0.38747386294063396,0.2508570978863932,0.3959909979484539,0.3687900399927566,0.5697142314235115,0.40767671309717624,0.6473694809955074,0.5348066113073517,0.5784561852538951,0.6993163548094387,0.792120553298164,4.262115439016605,0.23331965076631161,0.3080022885479797,0.27320826392078934,0.25841443240255235,0.236821229137434,0.8816607171775855,0.08958531930039475,0.4308719961176655
2022-08-24,0.45882971999725786,0.4558218408856173,0.9156115915648921,0.12912655608869203,0.2851263418771202,0.3106503526726014,0.4372237816941172,0.4552820476691042,0.4223098975551579,0.40102975207846336,0.24765759185361907,0.22182281225362455,0.3595497444401833,0.41007728143433264,0.3768666046017539,0.24744276381420305,0.3960149216429006,0.368950077993797,0.5687887485795677,0.4039443407561529,0.6520391533883513,0.5352329322058541,0.5782331783857899,0.7000041190664678,0.7934597320367961,4.262115439016605,0.2327526853274692,0.3045718883286282,0.27153620735905293,0.2571242835433124,0.23609286126746876,0.8846750679751901,0.08936253768571538,0.4256081798964038
2022-08-25,0.46085699593788443,0.45690206764249924,0.9148552864265327,0.1284454078981788,0.2861113559052489,0.3118176425940171,0.4376456846414956,0.45832080508281814,0.422223850591999,0.3991890434252507,0.25178893477357955,0.22341134915531963,0.3603661725478624,0.41051097378639606,0.3768187894555701,0.2479034871770429,0.3942194188321106,0.36790833652522026,0.5816967419189832,0.4039521848217943,0.6457929008222372,0.5342307153135866,0.5822410748760561,0.6840171144079595,0.7955526849097253,4.188589768666098,0.23371017186389467,0.30525830927336706,0.2709870964352682,0.2564472806833672,0.23704433423263785,0.8862892998027572,0.08953673793493248,0.4291273997853649
2022-08-26,0.4552842040160846,0.454069513353354,0.9149083633184796,0.13047801445252916,0.2879705191047708,0.311801264732344,0.43914118318731427,0.4611718170639506,0.42423750850374997,0.3991837535049371,0.2561733384870301,0.23175415023375348,0.3712759756495201,0.4168156580257963,0.3679829640067509,0.2514802818142494,0.39502456216916276,0.3678088436491446,0.583372922321316,0.4104696693904793,0.6456156992441199,0.5310449382291609,0.578247009189386,0.6713709320588014,0.8019722739979117,4.419059882274384,0.2409749744572132,0.31277894100920983,0.27649165583671187,0.2600701165727162,0.24423665765604866,0.9433067547749197,0.08938808628296012,0.42913236762780194
2022-08-29,0.4634734753566269,0.4602482746043334,0.913949702447113,0.13035321086157503,0.28789071205269406,0.31333861085715,0.4403700790522235,0.4705002911556503,0.4330446656837798,0.3986334522936498,0.25153960178130125,0.22837720261400887,0.37122735733380285,0.41634039968556263,0.36366329888882215,0.24878514483111416,0.39712366578914343,0.36758777095564704,0.5808026820303394,0.41022993639461625,0.6435599869046745,0.5293260171302547,0.5772658052811697,0.6579800937735901,0.8031884413589035,4.631403923088516,0.23624732945835564,0.3067212617593252,0.2720495674152263,0.2562716896838842,0.2396221975673148,0.9351538110836228,0.08924075326754738,0.4313565246137587
